0,50.425,-3.5958333,10000,0,200,0,0,0,90.00000001
0.01,50.425,-3.595805199,10000,0,199.998794,0,0,0,90.00000001
0.02,50.425,-3.595777099,10000,0,199.9984134,0,0,0,90.00000001
0.03,50.425,-3.595748999,10000,0,199.9997163,0,0,0,90.00000001
0.04,50.425,-3.595720898,10000,0,200.0014956,0,0,0,90.00000001
0.05,50.425,-3.595692797,10000,0,200.0014956,0,0,0,90.00000001
0.06,50.425,-3.595664696,10000,0,199.9997163,0,0,0,90.00000001
0.07,50.425,-3.595636596,10000,0,199.9986042,0,0,0,90.00000001
0.08,50.425,-3.595608496,10000,0,199.9994939,0,0,0,90.00000001
0.09,50.425,-3.595580395,10000,0,200.000606,0,0,0,90.00000001
0.1,50.425,-3.595552294,10000,0,200.0003835,0,0,0,90.00000001
0.11,50.425,-3.595524194,10000,0,199.9997163,0,0,0,90.00000001
0.12,50.425,-3.595496093,10000,0,199.9994939,0,0,0,90.00000001
0.13,50.425,-3.595467993,10000,0,199.9994939,0,0,0,90.00000001
0.14,50.425,-3.595439892,10000,0,199.9997163,0,0,0,90.00000001
0.15,50.425,-3.595411792,10000,0,200.0003835,0,0,0,90.00000001
0.16,50.425,-3.595383691,10000,0,200.0008284,0,0,0,90.00000001
0.17,50.425,-3.59535559,10000,0,200.0003835,0,0,0,90.00000001
0.18,50.425,-3.59532749,10000,0,199.9997163,0,0,0,90.00000001
0.19,50.425,-3.595299389,10000,0,199.9997163,0,0,0,90.00000001
0.2,50.425,-3.595271289,10000,0,200.0003835,0,0,0,90.00000001
0.21,50.425,-3.595243188,10000,0,200.0008284,0,0,0,90.00000001
0.22,50.425,-3.595215087,10000,0,200.0003835,0,0,0,90.00000001
0.23,50.425,-3.595186987,10000,0,199.9997163,0,0,0,90.00000001
0.24,50.425,-3.595158886,10000,0,199.9994939,0,0,0,90.00000001
0.25,50.425,-3.595130786,10000,0,199.9994939,0,0,0,90.00000001
0.26,50.425,-3.595102685,10000,0,199.9997163,0,0,0,90.00000001
0.27,50.425,-3.595074585,10000,0,200.0003835,0,0,0,90.00000001
0.28,50.425,-3.595046484,10000,0,200.000606,0,0,0,90.00000001
0.29,50.425,-3.595018383,10000,0,199.9994939,0,0,0,90.00000001
0.3,50.425,-3.594990283,10000,0,199.9986042,0,0,0,90.00000001
0.31,50.425,-3.594962183,10000,0,199.9997163,0,0,0,90.00000001
0.32,50.425,-3.594934082,10000,0,200.0014956,0,0,0,90.00000001
0.33,50.425,-3.594905981,10000,0,200.0014956,0,0,0,90.00000001
0.34,50.425,-3.59487788,10000,0,199.9997163,0,0,0,90.00000001
0.35,50.425,-3.59484978,10000,0,199.9986042,0,0,0,90.00000001
0.36,50.425,-3.59482168,10000,0,199.9994939,0,0,0,90.00000001
0.37,50.425,-3.594793579,10000,0,200.000606,0,0,0,90.00000001
0.38,50.425,-3.594765478,10000,0,200.0003835,0,0,0,90.00000001
0.39,50.425,-3.594737378,10000,0,199.9997163,0,0,0,90.00000001
0.4,50.425,-3.594709277,10000,0,199.9994939,0,0,0,90.00000001
0.41,50.425,-3.594681177,10000,0,199.9994939,0,0,0,90.00000001
0.42,50.425,-3.594653076,10000,0,199.9997163,0,0,0,90.00000001
0.43,50.425,-3.594624976,10000,0,200.0003835,0,0,0,90.00000001
0.44,50.425,-3.594596875,10000,0,200.0008284,0,0,0,90.00000001
0.45,50.425,-3.594568774,10000,0,200.0003835,0,0,0,90.00000001
0.46,50.425,-3.594540674,10000,0,199.9997163,0,0,0,90.00000001
0.47,50.425,-3.594512573,10000,0,199.9997163,0,0,0,90.00000001
0.48,50.425,-3.594484473,10000,0,200.0003835,0,0,0,90.00000001
0.49,50.425,-3.594456372,10000,0,200.0008284,0,0,0,90.00000001
0.5,50.425,-3.594428271,10000,0,200.0003835,0,0,0,90.00000001
0.51,50.425,-3.594400171,10000,0,199.9997163,0,0,0,90.00000001
0.52,50.425,-3.59437207,10000,0,199.9994939,0,0,0,90.00000001
0.53,50.425,-3.59434397,10000,0,199.9994939,0,0,0,90.00000001
0.54,50.425,-3.594315869,10000,0,199.9997163,0,0,0,90.00000001
0.55,50.425,-3.594287769,10000,0,200.0003835,0,0,0,90.00000001
0.56,50.425,-3.594259668,10000,0,200.000606,0,0,0,90.00000001
0.57,50.425,-3.594231567,10000,0,199.9994939,0,0,0,90.00000001
0.58,50.425,-3.594203467,10000,0,199.9986042,0,0,0,90.00000001
0.59,50.425,-3.594175367,10000,0,199.9997163,0,0,0,90.00000001
0.6,50.425,-3.594147266,10000,0,200.0014956,0,0,0,90.00000001
0.61,50.425,-3.594119165,10000,0,200.0014956,0,0,0,90.00000001
0.62,50.425,-3.594091064,10000,0,199.9997163,0,0,0,90.00000001
0.63,50.425,-3.594062964,10000,0,199.9986042,0,0,0,90.00000001
0.64,50.425,-3.594034864,10000,0,199.9994939,0,0,0,90.00000001
0.65,50.425,-3.594006763,10000,0,200.000606,0,0,0,90.00000001
0.66,50.425,-3.593978662,10000,0,200.0003835,0,0,0,90.00000001
0.67,50.425,-3.593950562,10000,0,199.9997163,0,0,0,90.00000001
0.68,50.425,-3.593922461,10000,0,199.9994939,0,0,0,90.00000001
0.69,50.425,-3.593894361,10000,0,199.9994939,0,0,0,90.00000001
0.7,50.425,-3.59386626,10000,0,199.9997163,0,0,0,90.00000001
0.71,50.425,-3.59383816,10000,0,200.0003835,0,0,0,90.00000001
0.72,50.425,-3.593810059,10000,0,200.0008284,0,0,0,90.00000001
0.73,50.425,-3.593781958,10000,0,200.0003835,0,0,0,90.00000001
0.74,50.425,-3.593753858,10000,0,199.9997163,0,0,0,90.00000001
0.75,50.425,-3.593725757,10000,0,199.9997163,0,0,0,90.00000001
0.76,50.425,-3.593697657,10000,0,200.0003835,0,0,0,90.00000001
0.77,50.425,-3.593669556,10000,0,200.0008284,0,0,0,90.00000001
0.78,50.425,-3.593641455,10000,0,200.0003835,0,0,0,90.00000001
0.79,50.425,-3.593613355,10000,0,199.9997163,0,0,0,90.00000001
0.8,50.425,-3.593585254,10000,0,199.9994939,0,0,0,90.00000001
0.81,50.425,-3.593557154,10000,0,199.9994939,0,0,0,90.00000001
0.82,50.425,-3.593529053,10000,0,199.9997163,0,0,0,90.00000001
0.83,50.425,-3.593500953,10000,0,200.0003835,0,0,0,90.00000001
0.84,50.425,-3.593472852,10000,0,200.000606,0,0,0,90.00000001
0.85,50.425,-3.593444751,10000,0,199.9994939,0,0,0,90.00000001
0.86,50.425,-3.593416651,10000,0,199.9986042,0,0,0,90.00000001
0.87,50.425,-3.593388551,10000,0,199.9997163,0,0,0,90.00000001
0.88,50.425,-3.59336045,10000,0,200.0014956,0,0,0,90.00000001
